,name,years,reportType,startBalance,receipts,expenditures,endBalance,filed
4350,Joseph A. Connolly,2018,Bank Report,"$7,143.97",$0.00,$383.00,"$6,760.97",3/16/2018
4351,Joseph A. Connolly,2018,Bank Report,"$7,143.97",$0.00,$0.00,"$7,143.97",3/1/2018
4352,Joseph A. Connolly,2018,Bank Report,"$10,500.43",$0.00,"$3,356.46","$7,143.97",2/20/2018
4353,Joseph A. Connolly,2018,Bank Report,"$10,500.43",$0.00,$0.00,"$10,500.43",2/1/2018
4354,Joseph A. Connolly,2018,Bank Report,"$2,910.14","$10,000.00","$2,409.71","$10,500.43",1/16/2018
4355,Joseph A. Connolly,2017,Bank Report,"$2,910.14",$0.00,$0.00,"$2,910.14",1/2/2018
4356,Joseph A. Connolly,2017,Bank Report,$479.43,"$5,000.00","$2,569.29","$2,910.14",12/19/2017
4357,Joseph A. Connolly,2017,Bank Report,"$1,101.28",$0.00,$621.85,$479.43,12/1/2017
4358,Joseph A. Connolly,2017,Bank Report,"$1,227.37",$0.00,$126.09,"$1,101.28",11/17/2017
4359,Joseph A. Connolly,2017,Bank Report,"$2,290.42",$0.00,"$1,063.05","$1,227.37",11/1/2017
4360,Joseph A. Connolly,2017,Bank Report,"$2,447.21",$0.00,$156.79,"$2,290.42",10/16/2017
4361,Joseph A. Connolly,2017,Bank Report,"$3,885.39",$0.00,"$1,438.18","$2,447.21",10/2/2017
4362,Joseph A. Connolly,2017,Bank Report,"$6,202.28",$0.00,"$2,316.89","$3,885.39",9/18/2017
4363,Joseph A. Connolly,2017,Bank Report,"$1,202.28","$5,000.00",$0.00,"$6,202.28",9/1/2017
4364,Joseph A. Connolly,2017,Bank Report,"$1,634.28",$0.00,$432.00,"$1,202.28",8/16/2017
4365,Joseph A. Connolly,2017,Bank Report,"$2,280.60",$0.00,$646.32,"$1,634.28",8/1/2017
4366,Joseph A. Connolly,2017,Bank Report,"$2,823.24",$0.00,$542.64,"$2,280.60",7/18/2017
4367,Joseph A. Connolly,2017,Bank Report,"$3,323.24",$0.00,$500.00,"$2,823.24",7/3/2017
4368,Joseph A. Connolly,2017,Bank Report,"$3,948.73",$0.00,$625.49,"$3,323.24",6/16/2017
4369,Joseph A. Connolly,2017,Bank Report,"$3,083.70","$5,000.00","$4,134.97","$3,948.73",6/1/2017
4370,Joseph A. Connolly,2017,Bank Report,"$4,460.18",$0.00,"$1,376.48","$3,083.70",5/17/2017
4371,Joseph A. Connolly,2017,Bank Report,"$7,554.51",$0.00,"$3,094.33","$4,460.18",5/1/2017
4372,Joseph A. Connolly,2017,Bank Report,"$2,930.50","$5,000.00",$375.99,"$7,554.51",4/17/2017
4373,Joseph A. Connolly,2017,Bank Report,"$5,400.05",$0.00,"$2,469.55","$2,930.50",4/1/2017
4374,Joseph A. Connolly,2017,Bank Report,"$5,193.31","$1,182.23",$975.49,"$5,400.05",3/17/2017
4375,Joseph A. Connolly,2017,Bank Report,"$5,952.70",$0.00,$759.39,"$5,193.31",3/1/2017
4376,Joseph A. Connolly,2017,Bank Report,"$6,680.75",$0.00,$728.05,"$5,952.70",2/16/2017
4377,Joseph A. Connolly,2017,Bank Report,"$9,784.28",$0.00,"$3,103.53","$6,680.75",2/1/2017
4378,Joseph A. Connolly,2017,Bank Report,"$6,260.79","$5,000.00","$1,476.51","$9,784.28",1/17/2017
4379,Joseph A. Connolly,2016,Bank Report,"$5,476.67","$5,000.00","$4,215.88","$6,260.79",1/3/2017
4380,Joseph A. Connolly,2016,Bank Report,"$7,739.37","$1,616.89","$3,879.59","$5,476.67",12/17/2016
4381,Joseph A. Connolly,2016,Bank Report,"$7,739.37",$0.00,$0.00,"$7,739.37",12/1/2016
4382,Joseph A. Connolly,2016,Bank Report,"$12,393.88",$674.95,"$5,329.46","$7,739.37",11/18/2016
4383,Joseph A. Connolly,2016,Bank Report,"$3,743.88","$10,000.00","$1,350.00","$12,393.88",11/1/2016
4384,Joseph A. Connolly,2016,Bank Report,"$4,321.38",$0.00,$577.50,"$3,743.88",10/18/2016
4385,Joseph A. Connolly,2016,Bank Report,"$7,901.63",$0.00,"$3,580.25","$4,321.38",10/3/2016
4386,Joseph A. Connolly,2016,Bank Report,"$8,335.06",$0.00,$433.43,"$7,901.63",9/19/2016
4387,Joseph A. Connolly,2016,Bank Report,"$8,434.32",$350.74,$450.00,"$8,335.06",9/2/2016
4388,Joseph A. Connolly,2016,Bank Report,"$9,804.94",$0.00,"$1,370.62","$8,434.32",8/17/2016
4389,Joseph A. Connolly,2016,Bank Report,"$11,132.45",$275.20,"$1,602.71","$9,804.94",8/2/2016
4390,Joseph A. Connolly,2016,Bank Report,"$12,857.96",$0.00,"$1,725.51","$11,132.45",7/18/2016
4391,Joseph A. Connolly,2016,Bank Report,"$10,941.39","$2,816.57",$900.00,"$12,857.96",7/2/2016
4392,Joseph A. Connolly,2016,Bank Report,"$11,417.90",$0.00,$476.51,"$10,941.39",6/16/2016
4393,Joseph A. Connolly,2016,Bank Report,"$4,694.21","$10,978.21","$4,254.52","$11,417.90",6/1/2016
4394,Joseph A. Connolly,2016,Bank Report,"$7,283.56",$0.00,"$2,589.35","$4,694.21",5/16/2016
4395,Joseph A. Connolly,2016,Bank Report,"$5,521.31","$5,000.00","$3,237.75","$7,283.56",5/2/2016
4396,Joseph A. Connolly,2016,Bank Report,"$7,044.79",$0.00,"$1,523.48","$5,521.31",4/18/2016
4397,Joseph A. Connolly,2016,Bank Report,"$2,444.79","$5,000.00",$400.00,"$7,044.79",4/1/2016
4398,Joseph A. Connolly,2016,Bank Report,"$2,628.96",$665.83,$850.00,"$2,444.79",3/16/2016
4399,Joseph A. Connolly,2016,Bank Report,,$0.00,"$2,571.47","$2,628.96",3/2/2016
4400,Joseph A. Connolly,2016,Bank Report,,"$5,000.00","$1,904.49","$5,200.43",2/18/2016
4401,Joseph A. Connolly,2016,Bank Report,,$0.00,$100.00,"$2,104.92",2/1/2016
4402,Joseph A. Connolly,2016,Bank Report,"$5,200.43",$0.00,"$3,143.63","$2,204.92",1/16/2016
4403,Joseph A. Connolly,2015,Bank Report,"$2,104.92",$0.00,$100.00,"$5,348.55",1/4/2016
4404,Joseph A. Connolly,2015,Bank Report,"$2,204.92","$5,000.00","$2,465.81","$5,448.55",12/17/2015
4405,Joseph A. Connolly,2015,Bank Report,"$5,348.55",$0.00,$0.00,"$2,914.36",12/3/2015
4406,Joseph A. Connolly,2015,Bank Report,"$5,448.55",$0.00,"$1,621.89","$2,914.36",11/18/2015
4407,Joseph A. Connolly,2015,Bank Report,"$2,914.36",$0.00,"$1,550.00","$4,536.25",11/2/2015
4408,Joseph A. Connolly,2015,Bank Report,"$2,914.36",$0.00,"$2,488.96","$6,086.25",10/16/2015
4409,Joseph A. Connolly,2015,Bank Report,"$4,536.25","$5,000.00",$100.00,"$8,575.21",10/1/2015
4410,Joseph A. Connolly,2015,Bank Report,"$6,086.25",$0.00,"$1,604.01","$3,675.21",9/16/2015
4411,Joseph A. Connolly,2015,Bank Report,"$8,575.21",$0.00,$400.00,"$5,279.22",9/1/2015
4412,Joseph A. Connolly,2015,Bank Report,"$3,675.21",$0.00,$637.77,"$5,679.22",8/17/2015
4413,Joseph A. Connolly,2015,Bank Report,"$5,279.22",$0.00,$676.77,"$6,316.99",8/4/2015
4414,Joseph A. Connolly,2015,Bank Report,"$5,679.22",$0.00,"$1,231.00","$6,993.76",7/16/2015
4415,Joseph A. Connolly,2015,Bank Report,"$6,316.99",$0.00,"$1,700.00","$8,224.76",7/1/2015
4416,Joseph A. Connolly,2015,Bank Report,"$6,993.76",$0.00,"$1,152.30","$9,924.76",6/16/2015
4417,Joseph A. Connolly,2015,Bank Report,"$8,224.76",$0.00,"$1,669.30","$11,077.06",6/2/2015
4418,Joseph A. Connolly,2015,Bank Report,"$9,924.76","$10,882.92","$1,272.18","$12,746.36",6/2/2015
4419,Joseph A. Connolly,2015,Bank Report,"$11,077.06",$0.00,$350.00,"$3,135.62",5/2/2015
4420,Joseph A. Connolly,2015,Bank Report,"$12,746.36",$0.00,$581.67,"$3,485.62",4/18/2015
4421,Joseph A. Connolly,2015,Bank Report,"$3,135.62",$0.00,"$3,398.33","$4,067.29",4/1/2015
4422,Joseph A. Connolly,2015,Bank Report,"$3,485.62",$0.00,$432.22,"$7,465.62",3/16/2015
4423,Joseph A. Connolly,2015,Bank Report,"$4,067.29",$0.00,"$2,699.73","$7,897.84",3/2/2015
4424,Joseph A. Connolly,2015,Bank Report,"$7,465.62",$0.00,"$1,976.23","$10,597.57",2/18/2015
4425,Joseph A. Connolly,2015,Bank Report,"$7,897.84","$10,000.00","$1,400.00","$12,573.80",2/3/2015
4426,Joseph A. Connolly,2015,Bank Report,"$10,597.57",$0.00,$951.85,"$3,973.80",1/29/2015
4427,Joseph A. Connolly,2014,Bank Report (Days 16-End),"$12,573.80",$0.00,"$5,150.95","$4,925.65",1/3/2015
4428,Joseph A. Connolly,2014,Bank Report (Days 1-15),"$3,973.80",$0.00,"$1,333.33","$10,076.60",12/16/2014
4429,Joseph A. Connolly,2014,Bank Report (Days 16-End),"$4,925.65","$10,000.00","$7,384.08","$11,409.93",12/3/2014
4430,Joseph A. Connolly,2014,Bank Report (Days 1-15),"$10,076.60",$0.00,"$1,830.00","$8,794.01",11/20/2014
4431,Joseph A. Connolly,2014,Bank Report (Days 16-End),"$11,409.93",$0.00,"$2,550.00","$10,624.01",11/1/2014
4432,Joseph A. Connolly,2014,Bank Report (Days 1-15),"$8,794.01","$10,000.00","$3,475.65","$13,174.01",10/16/2014
4433,Joseph A. Connolly,2014,Bank Report (Days 16-End),"$10,624.01","$5,000.00","$1,911.64","$6,649.66",10/2/2014
4434,Joseph A. Connolly,2014,Bank Report (Days 1-15),"$13,174.01",$0.00,"$3,165.25","$3,561.30",9/17/2014
4435,Joseph A. Connolly,2014,Bank Report (Days 16-End),"$6,649.66","$5,000.00",$400.00,"$6,726.55",9/2/2014
4436,Joseph A. Connolly,2014,Bank Report (Days 1-15),"$3,561.30",$0.00,"$3,505.62","$2,126.55",8/19/2014
4437,Joseph A. Connolly,2014,Bank Report (Days 16-End),"$6,726.55",$0.00,$700.00,"$5,632.17",8/4/2014
4438,Joseph A. Connolly,2014,Bank Report (Days 1-15),"$2,126.55",$0.00,"$2,335.75","$6,332.17",7/17/2014
4439,Joseph A. Connolly,2014,Bank Report (Entire Month),"$5,632.17",$0.00,"$3,797.48","$8,667.92",7/3/2014
4440,Joseph A. Connolly,2014,Bank Report (Entire Month),"$6,332.17","$10,000.00","$5,978.92","$12,465.40",6/3/2014
4441,Joseph A. Connolly,2014,Bank Report (Entire Month),"$8,667.92",$0.00,"$4,862.95","$8,444.32",5/3/2014
4442,Joseph A. Connolly,2014,Bank Report (Entire Month),"$12,465.40",$0.00,"$4,536.26","$13,307.27",4/1/2014
4443,Joseph A. Connolly,2014,Bank Report (Entire Month),"$8,444.32",$0.00,"$228,480.39","$17,843.53",3/3/2014
4444,Joseph A. Connolly,2014,Bank Report (Entire Month),"$13,307.27",$0.00,"$4,336.66","$246,323.92",2/3/2014
4445,Joseph A. Connolly,2013,Bank Report (Entire Month),"$17,843.53","$245,000.00","$3,004.02","$250,660.58",1/2/2014
4446,Joseph A. Connolly,2013,Bank Report (Entire Month),"$246,323.92",$0.00,"$1,673.80","$8,664.60",12/9/2013
4447,Joseph A. Connolly,2013,Bank Report (Entire Month),"$250,660.58",$0.00,"$4,764.68","$10,338.40",11/1/2013
4448,Joseph A. Connolly,2013,Bank Report (Entire Month),"$8,664.60",$0.00,"$3,978.64","$15,103.08",10/2/2013
4449,Joseph A. Connolly,2013,Bank Report (Entire Month),"$10,338.40",$0.00,"$1,430.46","$19,081.72",9/4/2013
4450,Joseph A. Connolly,2013,Bank Report (Entire Month),"$15,103.08",$0.00,"$2,410.26","$20,512.18",8/5/2013
4451,Joseph A. Connolly,2013,Bank Report (Entire Month),"$19,081.72",$0.00,"$2,681.63","$22,922.44",7/3/2013
4452,Joseph A. Connolly,2013,Bank Report (Entire Month),,$0.00,"$1,557.64","$25,604.07",6/14/2013
4453,Joseph A. Connolly,2013,Bank Report (Entire Month),,$0.00,"$3,485.22","$27,161.71",5/2/2013
4454,Joseph A. Connolly,2013,Bank Report (Entire Month),,$0.00,"$4,256.87","$30,646.93",4/4/2013
4455,Joseph A. Connolly,2013,Bank Report (Entire Month),"$20,512.18",$200.00,"$1,840.07","$34,903.80",3/5/2013
4456,Joseph A. Connolly,2013,Bank Report (Entire Month),"$22,922.44",$425.00,"$6,632.73","$36,543.87",2/5/2013
4457,Joseph A. Connolly,2012,Bank Report (Entire Month),"$25,604.07","$23,800.00","$2,368.47","$42,751.60",1/4/2013
4458,Joseph A. Connolly,2012,Bank Report (Entire Month),"$27,161.71","$20,375.00","$6,250.41","$21,320.07",12/5/2012
4459,Joseph A. Connolly,2012,Bank Report (Entire Month),"$30,646.93","$5,000.00","$1,810.43","$7,195.48",11/3/2012
4460,Joseph A. Connolly,2012,Bank Report (Entire Month),"$34,903.80","$5,000.00","$2,412.29","$4,005.91",10/4/2012
4461,Joseph A. Connolly,2012,Bank Report (Entire Month),"$36,543.87",$0.00,"$2,143.40","$1,418.20",9/4/2012
4462,Joseph A. Connolly,2012,Bank Report (Entire Month),"$42,751.60",$0.00,"$1,806.05","$3,561.60",8/1/2012
4463,Joseph A. Connolly,2012,Bank Report (Entire Month),"$21,320.07",$0.00,"$2,355.29","$5,367.65",7/3/2012
4464,Joseph A. Connolly,2012,Bank Report (Entire Month),"$7,195.48",$0.00,"$4,565.49","$7,722.94",6/4/2012
4465,Joseph A. Connolly,2012,Bank Report (Entire Month),"$4,005.91",$0.00,"$2,910.17","$12,288.43",5/7/2012
4466,Joseph A. Connolly,2012,Bank Report (Entire Month),"$1,418.20",$0.00,"$2,500.45","$15,198.60",4/2/2012
4467,Joseph A. Connolly,2012,Bank Report (Entire Month),"$3,561.60",$0.00,"$1,236.89","$17,699.05",3/2/2012
4468,Joseph A. Connolly,2012,Bank Report (Entire Month),"$5,367.65",$0.00,"$2,687.98","$18,935.94",2/1/2012
4469,Joseph A. Connolly,2011,Bank Report (Entire Month),"$7,722.94",$0.00,"$2,490.32","$21,623.92",1/4/2012
4470,Joseph A. Connolly,2011,Bank Report (Entire Month),"$12,288.43",$0.00,"$3,203.27","$24,114.24",12/2/2011
4471,Joseph A. Connolly,2011,Bank Report (Entire Month),"$15,198.60",$0.00,"$2,865.64","$27,317.51",11/4/2011
4472,Joseph A. Connolly,2011,Bank Report (Entire Month),"$17,699.05",$200.00,$842.57,"$30,183.15",10/4/2011
4473,Joseph A. Connolly,2011,Bank Report (Entire Month),"$18,935.94",$0.00,"$3,360.54","$30,825.72",9/2/2011
4474,Joseph A. Connolly,2011,Bank Report (Entire Month),"$21,623.92",$637.45,"$2,677.67","$34,186.26",8/1/2011
4475,Joseph A. Connolly,2011,Bank Report (Entire Month),"$24,114.24",$0.00,"$1,920.04","$36,226.48",7/1/2011
4476,Joseph A. Connolly,2011,Bank Report (Entire Month),"$27,317.51",$0.00,"$3,675.05","$38,146.52",6/3/2011
4477,Joseph A. Connolly,2011,Bank Report (Entire Month),"$30,183.15","$5,500.00","$1,847.88","$41,821.57",5/4/2011
4478,Joseph A. Connolly,2011,Bank Report (Entire Month),"$30,825.72",$0.00,"$2,366.57","$38,169.45",4/1/2011
4479,Joseph A. Connolly,2011,Bank Report (Entire Month),"$34,186.26",$47.70,"$2,271.47","$40,536.02",3/2/2011
4480,Joseph A. Connolly,2011,Bank Report (Entire Month),"$36,226.48",$200.00,"$1,581.63","$42,759.79",2/1/2011
4481,Joseph A. Connolly,2010,Bank Report (Entire Month),"$38,146.52",$738.05,"$3,334.54","$44,141.42",1/3/2011
4482,Joseph A. Connolly,2010,Bank Report (Entire Month),"$41,821.57",$600.00,"$252,450.94","$46,737.91",12/1/2010
4483,Joseph A. Connolly,2010,Bank Report (Entire Month),"$38,169.45",$0.00,"$4,427.57","$298,588.85",11/2/2010
4484,Joseph A. Connolly,2010,Bank Report (Entire Month),"$40,536.02",$0.00,"$9,502.50","$303,016.42",10/4/2010
4485,Joseph A. Connolly,2010,Bank Report (Entire Month),"$42,759.79",$0.00,"$2,407.23","$312,518.92",9/3/2010
4486,Joseph A. Connolly,2010,Bank Report (Entire Month),"$44,141.42",$75.00,"$2,291.18","$314,926.15",8/4/2010
4487,Joseph A. Connolly,2010,Bank Report (Entire Month),"$46,737.91",$0.00,"$16,250.63","$317,142.33",7/2/2010
4488,Joseph A. Connolly,2010,Bank Report (Entire Month),"$298,588.85",$218.90,"$11,619.75","$333,392.96",6/4/2010
4489,Joseph A. Connolly,2010,Bank Report (Entire Month),"$303,016.42",$484.90,"$13,473.86","$344,793.81",5/5/2010
4490,Joseph A. Connolly,2010,Bank Report (Entire Month),"$312,518.92",$0.00,"$58,457.80","$357,782.77",4/2/2010
4491,Joseph A. Connolly,2010,Bank Report (Entire Month),"$314,926.15",$0.00,"$21,557.17","$416,240.57",3/4/2010
4492,Joseph A. Connolly,2010,Bank Report (Entire Month),"$317,142.33","$2,819.05","$30,182.13","$437,797.74",2/4/2010
4493,Joseph C. Ferreira,2018,Bank Report,"$50,633.01",$0.00,"$1,500.27","$49,132.74",4/2/2018
4494,Joseph C. Ferreira,2018,Bank Report,"$50,930.73",$60.00,$357.72,"$50,633.01",3/16/2018
4495,Joseph C. Ferreira,2018,Bank Report,"$50,966.11",$0.00,$35.38,"$50,930.73",3/1/2018
4496,Joseph C. Ferreira,2018,Bank Report,"$51,087.23",$0.00,$121.12,"$50,966.11",2/20/2018
4497,Joseph C. Ferreira,2018,Bank Report,"$46,787.23","$4,300.00",$0.00,"$51,087.23",2/1/2018
4498,Joseph C. Ferreira,2018,Bank Report,"$46,787.23",$0.00,$0.00,"$46,787.23",1/17/2018
4499,Joseph C. Ferreira,2017,Bank Report,"$35,972.23","$10,915.00",$100.00,"$46,787.23",1/17/2018
4500,Joseph C. Ferreira,2017,Bank Report,"$36,932.68",$0.00,$960.45,"$35,972.23",12/18/2017
4501,Joseph C. Ferreira,2017,Bank Report,"$32,256.84","$8,155.00","$3,479.16","$36,932.68",12/1/2017
4502,Joseph C. Ferreira,2017,Bank Report,"$21,727.16","$11,230.00",$700.32,"$32,256.84",11/16/2017
4503,Joseph C. Ferreira,2017,Bank Report,"$22,302.16",$0.00,$575.00,"$21,727.16",11/1/2017
4504,Joseph C. Ferreira,2017,Bank Report,"$22,302.16",$0.00,$0.00,"$22,302.16",10/16/2017
4505,Joseph C. Ferreira,2017,Bank Report,"$22,302.16",$0.00,$0.00,"$22,302.16",10/3/2017
4506,Joseph C. Ferreira,2017,Bank Report,"$22,436.16",$0.00,$134.00,"$22,302.16",9/18/2017
4507,Joseph C. Ferreira,2017,Bank Report,"$22,486.16",$0.00,$50.00,"$22,436.16",9/1/2017
4508,Joseph C. Ferreira,2017,Bank Report,"$22,486.16",$0.00,$0.00,"$22,486.16",8/16/2017
4509,Joseph C. Ferreira,2017,Bank Report,"$22,486.16",$0.00,$0.00,"$22,486.16",8/1/2017
4510,Joseph C. Ferreira,2017,Bank Report,"$22,486.16",$0.00,$0.00,"$22,486.16",7/17/2017
4511,Joseph C. Ferreira,2017,Bank Report,"$27,416.16",$0.00,"$4,930.00","$22,486.16",7/3/2017
4512,Joseph C. Ferreira,2017,Bank Report,"$27,596.16",$250.00,$430.00,"$27,416.16",6/16/2017
4513,Joseph C. Ferreira,2017,Bank Report,"$27,846.16",$0.00,$250.00,"$27,596.16",6/2/2017
4514,Joseph C. Ferreira,2017,Bank Report,"$27,846.16",$0.00,$0.00,"$27,846.16",5/17/2017
4515,Joseph C. Ferreira,2017,Bank Report,"$27,846.16",$0.00,$0.00,"$27,846.16",5/3/2017
4516,Joseph C. Ferreira,2017,Bank Report,"$27,971.16",$0.00,$125.00,"$27,846.16",4/20/2017
4517,Joseph C. Ferreira,2017,Bank Report,"$28,171.16",$0.00,$200.00,"$27,971.16",4/3/2017
4518,Joseph C. Ferreira,2017,Bank Report,"$28,371.16",$0.00,$200.00,"$28,171.16",3/16/2017
4519,Joseph C. Ferreira,2017,Bank Report,"$28,371.16",$0.00,$0.00,"$28,371.16",3/2/2017
4520,Joseph C. Ferreira,2017,Bank Report,"$28,196.16",$175.00,$0.00,"$28,371.16",2/16/2017
4521,Joseph C. Ferreira,2017,Bank Report,"$33,196.16",$0.00,"$5,000.00","$28,196.16",2/3/2017
4522,Joseph C. Ferreira,2017,Bank Report,"$32,996.16",$200.00,$0.00,"$33,196.16",1/17/2017
4523,Joseph C. Ferreira,2016,Bank Report,"$32,586.25",$500.00,$90.09,"$32,996.16",1/3/2017
4524,Joseph C. Ferreira,2016,Bank Report,"$34,986.61",$500.00,"$2,900.36","$32,586.25",12/16/2016
4525,Joseph C. Ferreira,2016,Bank Report,"$8,196.24","$27,125.00",$334.63,"$34,986.61",12/5/2016
4526,Joseph C. Ferreira,2016,Bank Report,"$8,668.53",$0.00,$472.29,"$8,196.24",11/17/2016
4527,Joseph C. Ferreira,2016,Bank Report,"$9,247.14",$0.00,$578.61,"$8,668.53",11/3/2016
4528,Joseph C. Ferreira,2016,Bank Report,"$9,407.14",$0.00,$160.00,"$9,247.14",10/17/2016
4529,Joseph C. Ferreira,2016,Bank Report,"$9,407.14",$0.00,$0.00,"$9,407.14",10/5/2016
4530,Joseph C. Ferreira,2016,Bank Report,"$9,541.14",$0.00,$134.00,"$9,407.14",9/19/2016
4531,Joseph C. Ferreira,2016,Bank Report,"$9,541.14",$0.00,$0.00,"$9,541.14",9/2/2016
4532,Joseph C. Ferreira,2016,Bank Report,"$9,941.14",$0.00,$400.00,"$9,541.14",8/18/2016
4533,Joseph C. Ferreira,2016,Bank Report,"$10,065.69",$0.00,$124.55,"$9,941.14",8/4/2016
4534,Joseph C. Ferreira,2016,Bank Report,"$29,595.69",$550.00,"$20,080.00","$10,065.69",7/19/2016
4535,Joseph C. Ferreira,2016,Bank Report,"$29,595.69",$0.00,$0.00,"$29,595.69",7/7/2016
4536,Joseph C. Ferreira,2016,Bank Report,"$29,595.69",$0.00,$0.00,"$29,595.69",6/16/2016
4537,Joseph C. Ferreira,2016,Bank Report,"$29,945.69",$0.00,$350.00,"$29,595.69",6/2/2016
4538,Joseph C. Ferreira,2016,Bank Report,"$30,045.69",$0.00,$100.00,"$29,945.69",5/16/2016
4539,Joseph C. Ferreira,2016,Bank Report,"$30,452.05",$0.00,$406.36,"$30,045.69",5/2/2016
4540,Joseph C. Ferreira,2016,Bank Report,"$30,502.05",$0.00,$50.00,"$30,452.05",4/18/2016
4541,Joseph C. Ferreira,2016,Bank Report,"$30,701.49",$0.00,$199.44,"$30,502.05",4/4/2016
4542,Joseph C. Ferreira,2016,Bank Report,"$31,257.79",$0.00,$556.30,"$30,701.49",3/16/2016
4543,Joseph C. Ferreira,2016,Bank Report,,$0.00,$45.03,"$31,257.79",3/4/2016
4544,Joseph C. Ferreira,2016,Bank Report,,$0.00,$0.00,"$31,302.82",2/16/2016
4545,Joseph C. Ferreira,2016,Bank Report,,$0.00,$100.00,"$31,302.82",2/2/2016
4546,Joseph C. Ferreira,2016,Bank Report,"$31,302.82",$0.00,$0.00,"$31,402.82",1/19/2016
4547,Joseph C. Ferreira,2015,Bank Report,"$31,302.82",$0.00,$100.00,"$31,402.82",1/4/2016
4548,Joseph C. Ferreira,2015,Bank Report,"$31,402.82",$0.00,$150.00,"$31,502.82",12/16/2015
4549,Joseph C. Ferreira,2015,Bank Report,"$31,402.82",$0.00,$0.00,"$31,652.82",12/2/2015
4550,Joseph C. Ferreira,2015,Bank Report,"$31,502.82",$0.00,$338.00,"$31,652.82",11/16/2015
4551,Joseph C. Ferreira,2015,Bank Report,"$31,652.82",$0.00,$165.00,"$31,990.82",11/2/2015
4552,Joseph C. Ferreira,2015,Bank Report,"$31,652.82",$0.00,$120.00,"$32,155.82",10/16/2015
4553,Joseph C. Ferreira,2015,Bank Report,"$31,990.82",$0.00,$250.00,"$32,275.82",10/2/2015
4554,Joseph C. Ferreira,2015,Bank Report,"$32,155.82",$0.00,$110.00,"$32,525.82",9/18/2015
4555,Joseph C. Ferreira,2015,Bank Report,"$32,275.82","$1,500.00",$232.00,"$32,635.82",9/2/2015
4556,Joseph C. Ferreira,2015,Bank Report,"$32,525.82","$1,750.00","$1,561.50","$31,367.82",8/19/2015
4557,Joseph C. Ferreira,2015,Bank Report,"$32,635.82",$700.00,$275.00,"$31,179.32",8/5/2015
4558,Joseph C. Ferreira,2015,Bank Report,"$31,367.82","$1,000.00",$0.00,"$30,754.32",7/17/2015
4559,Joseph C. Ferreira,2015,Bank Report,"$31,179.32","$2,600.00","$10,000.00","$29,754.32",7/3/2015
4560,Joseph C. Ferreira,2015,Bank Report,"$30,754.32","$39,125.00","$4,250.45","$37,154.32",6/19/2015
4561,Joseph C. Ferreira,2015,Bank Report,"$29,754.32","$4,700.00","$4,556.00","$2,279.77",6/5/2015
4562,Joseph C. Ferreira,2015,Bank Report,"$37,154.32","$2,100.00",$726.63,"$2,135.77",5/20/2015
4563,Joseph C. Ferreira,2015,Bank Report,"$2,279.77",$0.00,"$4,000.00",$762.40,5/5/2015
4564,Joseph C. Ferreira,2015,Bank Report,"$2,135.77",$0.00,$0.00,"$4,762.40",4/16/2015
4565,Joseph C. Ferreira,2015,Bank Report,$762.40,$0.00,$50.00,"$4,762.40",4/3/2015
4566,Joseph C. Ferreira,2015,Bank Report,"$4,762.40",$0.00,$0.00,"$4,812.40",3/19/2015
4567,Joseph C. Ferreira,2015,Bank Report,"$4,762.40",$0.00,"$4,671.68","$4,812.40",3/4/2015
4568,Joseph C. Ferreira,2015,Bank Report,"$4,812.40",$926.81,"$1,200.00","$9,484.08",2/17/2015
4569,Joseph C. Ferreira,2015,Bank Report,"$4,812.40",$0.00,$0.00,"$9,757.27",2/5/2015
4570,Joseph C. Ferreira,2015,Bank Report,"$9,484.08",$0.00,$50.00,"$9,757.27",1/29/2015
4571,Joseph C. Ferreira,2014,Bank Report (Days 16-End),"$9,757.27",$0.00,$350.00,"$9,807.27",1/5/2015
4572,Joseph C. Ferreira,2014,Bank Report (Days 1-15),"$9,757.27",$0.00,"$12,500.00","$10,157.27",12/16/2014
4573,Joseph C. Ferreira,2014,Bank Report (Days 16-End),"$9,807.27",$0.00,$0.00,"$22,657.27",12/1/2014
4574,Joseph C. Ferreira,2014,Bank Report (Days 1-15),"$10,157.27","$1,750.00",$0.00,"$22,657.27",11/17/2014
4575,Joseph C. Ferreira,2014,Bank Report (Days 16-End),"$22,657.27","$1,000.00","$2,395.49","$20,907.27",11/3/2014
4576,Joseph C. Ferreira,2014,Bank Report (Days 1-15),"$22,657.27",$0.00,$694.08,"$22,302.76",10/16/2014
4577,Joseph C. Ferreira,2014,Bank Report (Days 16-End),"$20,907.27",$250.00,"$2,464.22","$22,996.84",10/1/2014
4578,Joseph C. Ferreira,2014,Bank Report (Days 1-15),"$22,302.76","$49,895.00","$31,719.43","$25,211.06",9/16/2014
4579,Joseph C. Ferreira,2014,Bank Report (Days 16-End),"$22,996.84","$18,850.00","$23,851.58","$7,035.49",9/4/2014
4580,Joseph C. Ferreira,2014,Bank Report (Days 1-15),"$25,211.06",$0.00,$0.00,"$12,037.07",8/20/2014
4581,Joseph C. Ferreira,2014,Bank Report (Days 16-End),"$7,035.49","$2,050.00",$476.69,"$12,037.07",8/1/2014
4582,Joseph C. Ferreira,2014,Bank Report (Days 1-15),"$12,037.07",$800.00,"$5,200.00","$10,463.76",7/21/2014
4583,Joseph C. Ferreira,2014,Bank Report (Entire Month),"$12,037.07","$1,700.00",$100.00,"$14,863.76",7/1/2014
