,name,years,reportType,startBalance,receipts,expenditures,endBalance,filed
6802,David E. Sullivan,2012,Bank Report (Days 1-15),"$8,716.78",$0.00,$203.13,"$9,624.67",6/19/2012
6803,David E. Sullivan,2012,Bank Report (Days 16-End),"$9,072.91",$0.00,$0.00,"$9,827.80",6/5/2012
6804,David E. Sullivan,2012,Bank Report (Days 1-15),"$9,072.91",$0.00,$0.00,"$9,827.80",5/18/2012
6805,David E. Sullivan,2012,Bank Report (Days 16-End),"$9,303.79",$0.00,$506.13,"$9,827.80",5/1/2012
6806,David E. Sullivan,2012,Bank Report (Days 1-15),"$9,453.79",$0.00,$150.00,"$10,333.93",4/17/2012
6807,David E. Sullivan,2012,Bank Report (Days 16-End),"$9,624.67",$100.00,$306.13,"$10,483.93",4/3/2012
6808,David E. Sullivan,2012,Bank Report (Days 1-15),"$9,827.80","$6,915.00","$1,164.68","$10,690.06",3/19/2012
6809,David E. Sullivan,2012,Bank Report (Days 16-End),"$9,827.80","$2,825.00",$72.13,"$4,939.74",3/2/2012
6810,David E. Sullivan,2012,Bank Report (Days 1-15),"$9,827.80",$0.00,$93.00,"$2,186.87",2/17/2012
6811,David E. Sullivan,2012,Bank Report (Days 16-End),"$10,333.93",$0.00,$222.13,"$2,279.87",2/2/2012
6812,David E. Sullivan,2012,Bank Report (Days 1-15),"$10,483.93",$0.00,$258.08,"$2,502.00",1/17/2012
6813,David E. Sullivan,2011,Bank Report (Days 16-End),"$10,690.06",$0.00,$19.00,"$2,760.08",1/5/2012
6814,David E. Sullivan,2011,Bank Report (Days 1-15),"$4,939.74",$50.00,$327.89,"$2,779.08",12/16/2011
6815,David E. Sullivan,2011,Bank Report (Days 16-End),"$2,186.87",$0.00,$106.08,"$3,056.97",12/2/2011
6816,David E. Sullivan,2011,Bank Report (Days 1-15),"$2,279.87",$0.00,$577.89,"$3,163.05",11/17/2011
6817,David E. Sullivan,2011,Bank Report (Days 16-End),"$2,502.00",$0.00,$256.08,"$3,740.94",11/3/2011
6818,David E. Sullivan,2011,Bank Report (Days 1-15),"$2,760.08",$0.00,$547.89,"$3,997.02",10/18/2011
6819,David E. Sullivan,2011,Bank Report (Days 16-End),,$0.00,$107.08,"$4,544.91",10/3/2011
6820,David E. Sullivan,2011,Bank Report (Days 1-15),,$25.00,$627.89,"$4,651.99",9/16/2011
6821,David E. Sullivan,2011,Bank Report (Days 16-End),,$0.00,$239.16,"$5,254.88",9/2/2011
6822,David E. Sullivan,2011,Bank Report (Days 1-15),"$2,779.08",$75.00,$227.89,"$5,494.04",8/16/2011
6823,David E. Sullivan,2011,Bank Report (Days 16-End),"$3,056.97",$0.00,$3.00,"$5,646.93",8/3/2011
6824,David E. Sullivan,2011,Bank Report (Days 1-15),"$3,163.05",$0.00,"$1,400.39","$5,649.93",7/19/2011
6825,David E. Sullivan,2011,Bank Report (Days 16-End),"$3,740.94","$1,445.00",$422.08,"$7,050.32",7/5/2011
6826,David E. Sullivan,2011,Bank Report (Days 1-15),"$3,997.02","$5,045.00","$1,039.00","$6,027.40",6/16/2011
6827,David E. Sullivan,2011,Bank Report (Days 16-End),"$4,544.91","$3,005.00","$1,493.96","$2,021.40",6/1/2011
6828,David E. Sullivan,2011,Bank Report (Days 1-15),"$4,651.99",$0.00,$71.89,$510.36,5/16/2011
6829,David E. Sullivan,2011,Bank Report (Days 16-End),"$5,254.88",$0.00,$273.08,$582.25,5/2/2011
6830,David E. Sullivan,2011,Bank Report (Days 1-15),"$5,494.04",$0.00,$621.60,$855.33,4/18/2011
6831,David E. Sullivan,2011,Bank Report (Days 16-End),"$5,646.93",$0.00,$83.28,"$1,476.93",4/1/2011
6832,David E. Sullivan,2011,Bank Report (Days 1-15),"$5,649.93",$100.00,$327.44,"$1,560.21",3/17/2011
6833,David E. Sullivan,2011,Bank Report (Days 16-End),"$7,050.32",$0.00,$594.00,"$1,787.65",3/2/2011
6834,David E. Sullivan,2011,Bank Report (Days 1-15),"$6,027.40","$2,500.00",$829.70,"$2,381.65",2/16/2011
6835,David E. Sullivan,2011,Bank Report (Days 16-End),"$2,021.40",$100.00,$725.84,$711.35,2/3/2011
6836,David E. Sullivan,2011,Bank Report (Days 1-15),$510.36,$0.00,$875.63,"$1,337.19",1/18/2011
6837,David E. Sullivan,2010,Bank Report (Days 16-End),$582.25,$0.00,$774.40,"$2,212.82",1/3/2011
6838,David E. Sullivan,2010,Bank Report (Days 1-15),$855.33,$0.00,$646.97,"$2,987.22",12/16/2010
6839,David E. Sullivan,2010,Bank Report (Days 16-End),"$1,476.93",$100.00,"$2,175.38","$3,634.19",12/2/2010
6840,David E. Sullivan,2010,Bank Report (Days 1-15),"$1,560.21",$200.00,$367.90,"$5,709.57",11/17/2010
6841,David E. Sullivan,2010,Bank Report (Days 16-End),"$1,787.65",$126.00,"$2,060.47","$5,877.47",11/1/2010
6842,David E. Sullivan,2010,Bank Report (Days 1-15),"$2,381.65",$0.00,$961.80,"$7,811.94",10/19/2010
6843,David E. Sullivan,2010,Bank Report (Days 16-End),$711.35,"$1,902.24","$14,030.97","$8,773.74",10/5/2010
6844,David E. Sullivan,2010,Bank Report (Days 1-15),"$1,337.19","$6,880.68","$26,076.19","$20,902.47",9/17/2010
6845,David E. Sullivan,2010,Bank Report (Days 16-End),"$2,212.82","$17,842.06","$29,913.96","$40,097.98",9/3/2010
6846,David E. Sullivan,2010,Bank Report (Days 1-15),"$2,987.22","$4,795.66","$4,017.52","$52,169.88",8/17/2010
6847,David E. Sullivan,2010,Bank Report (Days 16-End),"$3,634.19","$4,926.97","$3,137.20","$51,391.74",8/3/2010
6848,David E. Sullivan,2010,Bank Report (Days 1-15),"$5,709.57","$5,862.25","$3,782.62","$49,601.97",7/19/2010
6849,David E. Sullivan,2010,Bank Report (Days 16-End),"$5,877.47","$1,971.39","$9,930.58","$47,522.34",7/1/2010
6850,David E. Sullivan,2010,Bank Report (Days 1-15),"$7,811.94","$9,976.61","$2,608.77","$55,481.53",6/17/2010
6851,David E. Sullivan,2010,Bank Report (Days 16-End),"$8,773.74","$5,178.90","$8,221.81","$48,113.69",6/3/2010
6852,David E. Sullivan,2010,Bank Report (Days 1-15),"$20,902.47",$293.42,"$3,351.50","$51,156.60",5/19/2010
6853,David E. Sullivan,2010,Bank Report (Days 16-End),"$40,097.98","$10,824.28","$4,852.13","$54,214.68",5/5/2010
6854,David E. Sullivan,2010,Bank Report (Days 1-15),"$52,169.88","$4,614.42","$1,168.94","$48,242.53",4/19/2010
6855,David E. Sullivan,2010,Bank Report (Days 16-End),"$51,391.74",$870.00,"$2,960.50","$44,797.05",4/5/2010
6856,David E. Sullivan,2010,Bank Report (Days 1-15),"$49,601.97","$1,297.81",$668.70,"$46,887.55",3/16/2010
6857,David E. Sullivan,2010,Bank Report (Days 16-End),"$47,522.34","$5,821.10","$2,353.73","$46,258.44",3/2/2010
6858,David E. Sullivan,2010,Bank Report (Days 1-15),"$55,481.53","$10,663.77","$3,073.27","$42,791.07",2/17/2010
6859,David E. Sullivan,2010,Bank Report (Days 16-End),"$48,113.69","$3,715.00","$4,233.72","$35,200.57",2/2/2010
6860,David E. Sullivan,2010,Bank Report (Days 1-15),"$51,156.60",$910.00,$361.49,"$35,719.29",1/20/2010
6861,Michael D. O'Keefe,none,none,none,none,none,none,none
6862,"Joseph D. Early, Jr.",2018,Bank Report,"$208,985.28","$7,993.81","$41,006.85","$175,972.24",4/4/2018
6863,"Joseph D. Early, Jr.",2018,Bank Report,"$98,286.57","$127,012.37","$16,313.66","$208,985.28",3/20/2018
6864,"Joseph D. Early, Jr.",2018,Bank Report,"$102,329.90",$0.00,"$102,329.90",$0.00,3/16/2018
6865,"Joseph D. Early, Jr.",2018,Bank Report,"$98,087.85",$340.12,$141.40,"$98,286.57",3/2/2018
6866,"Joseph D. Early, Jr.",2018,Bank Report,"$103,769.90",$0.00,"$1,440.00","$102,329.90",3/1/2018
6867,"Joseph D. Early, Jr.",2018,Bank Report,"$116,397.75","$1,746.05","$20,055.95","$98,087.85",2/20/2018
6868,"Joseph D. Early, Jr.",2018,Bank Report,"$109,831.85",$0.00,"$6,061.95","$103,769.90",2/20/2018
6869,"Joseph D. Early, Jr.",2018,Bank Report,$0.00,"$116,500.00",$102.25,"$116,397.75",2/1/2018
6870,"Joseph D. Early, Jr.",2018,Bank Report,"$210,221.85",$0.00,"$100,390.00","$109,831.85",2/1/2018
6871,"Joseph D. Early, Jr.",2018,Bank Report,"$218,551.12","$1,000.00","$9,329.27","$210,221.85",1/18/2018
6872,"Joseph D. Early, Jr.",2017,Bank Report,"$216,967.42","$4,450.00","$2,866.30","$218,551.12",1/2/2018
6873,"Joseph D. Early, Jr.",2017,Bank Report,"$213,543.42","$3,750.00",$326.00,"$216,967.42",12/18/2017
6874,"Joseph D. Early, Jr.",2017,Bank Report,"$208,424.52","$6,010.00",$891.10,"$213,543.42",12/1/2017
6875,"Joseph D. Early, Jr.",2017,Bank Report,"$189,473.74","$20,320.00","$1,369.22","$208,424.52",11/30/2017
6876,"Joseph D. Early, Jr.",2017,Bank Report,"$192,190.45",$0.00,"$2,716.71","$189,473.74",11/2/2017
6877,"Joseph D. Early, Jr.",2017,Bank Report,"$193,925.45",$0.00,"$1,735.00","$192,190.45",10/16/2017
6878,"Joseph D. Early, Jr.",2017,Bank Report,"$197,876.44",$0.00,"$3,950.99","$193,925.45",10/2/2017
6879,"Joseph D. Early, Jr.",2017,Bank Report,"$197,976.44",$0.00,$100.00,"$197,876.44",9/18/2017
6880,"Joseph D. Early, Jr.",2017,Bank Report,"$198,510.41",$0.00,$533.97,"$197,976.44",9/1/2017
6881,"Joseph D. Early, Jr.",2017,Bank Report,"$200,295.66",$0.00,"$1,785.25","$198,510.41",8/16/2017
6882,"Joseph D. Early, Jr.",2017,Bank Report,"$202,002.04",$0.00,"$1,706.38","$200,295.66",8/3/2017
6883,"Joseph D. Early, Jr.",2017,Bank Report,"$202,370.04",$0.00,$368.00,"$202,002.04",7/17/2017
6884,"Joseph D. Early, Jr.",2017,Bank Report,"$204,708.20",$0.00,"$2,338.16","$202,370.04",7/3/2017
6885,"Joseph D. Early, Jr.",2017,Bank Report,"$204,928.97",$750.00,$970.77,"$204,708.20",6/16/2017
6886,"Joseph D. Early, Jr.",2017,Bank Report,"$207,954.42",$0.00,"$3,025.45","$204,928.97",6/5/2017
6887,"Joseph D. Early, Jr.",2017,Bank Report,"$191,938.29","$19,365.00","$3,348.87","$207,954.42",5/18/2017
6888,"Joseph D. Early, Jr.",2017,Bank Report,"$192,468.29",$0.00,$530.00,"$191,938.29",5/2/2017
6889,"Joseph D. Early, Jr.",2017,Bank Report,"$193,122.54",$0.00,$654.25,"$192,468.29",4/18/2017
6890,"Joseph D. Early, Jr.",2017,Bank Report,"$195,264.92",$0.00,"$2,142.38","$193,122.54",4/4/2017
6891,"Joseph D. Early, Jr.",2017,Bank Report,"$196,734.92",$0.00,"$1,470.00","$195,264.92",3/16/2017
6892,"Joseph D. Early, Jr.",2017,Bank Report,"$197,472.00",$0.00,$737.08,"$196,734.92",3/1/2017
6893,"Joseph D. Early, Jr.",2017,Bank Report,"$198,374.20",$0.00,$902.20,"$197,472.00",2/16/2017
6894,"Joseph D. Early, Jr.",2017,Bank Report,"$200,045.39",$0.00,"$1,671.19","$198,374.20",2/1/2017
6895,"Joseph D. Early, Jr.",2017,Bank Report,"$203,983.87",$0.00,"$3,938.48","$200,045.39",1/18/2017
6896,"Joseph D. Early, Jr.",2016,Bank Report,"$199,095.17","$7,475.00","$2,586.30","$203,983.87",1/4/2017
6897,"Joseph D. Early, Jr.",2016,Bank Report,"$191,711.17","$8,600.00","$1,216.00","$199,095.17",12/19/2016
6898,"Joseph D. Early, Jr.",2016,Bank Report,"$188,110.32","$4,940.00","$1,339.15","$191,711.17",12/2/2016
6899,"Joseph D. Early, Jr.",2016,Bank Report,"$168,590.73","$20,769.59","$1,250.00","$188,110.32",11/17/2016
6900,"Joseph D. Early, Jr.",2016,Bank Report,"$171,930.76",$0.00,"$3,340.03","$168,590.73",11/1/2016
6901,"Joseph D. Early, Jr.",2016,Bank Report,"$174,493.86",$0.00,"$2,563.10","$171,930.76",10/18/2016
6902,"Joseph D. Early, Jr.",2016,Bank Report,"$178,612.76",$0.00,"$4,118.90","$174,493.86",10/4/2016
6903,"Joseph D. Early, Jr.",2016,Bank Report,"$179,457.76",$250.00,"$1,095.00","$178,612.76",9/19/2016
6904,"Joseph D. Early, Jr.",2016,Bank Report,"$182,397.24",$0.00,"$2,939.48","$179,457.76",9/1/2016
6905,"Joseph D. Early, Jr.",2016,Bank Report,"$183,098.24",$0.00,$701.00,"$182,397.24",8/16/2016
6906,"Joseph D. Early, Jr.",2016,Bank Report,"$183,822.58",$0.00,$724.34,"$183,098.24",8/2/2016
6907,"Joseph D. Early, Jr.",2016,Bank Report,"$183,922.58",$0.00,$100.00,"$183,822.58",7/18/2016
6908,"Joseph D. Early, Jr.",2016,Bank Report,"$185,280.16","$1,300.00","$2,657.58","$183,922.58",7/1/2016
6909,"Joseph D. Early, Jr.",2016,Bank Report,"$186,930.16",$0.00,"$1,650.00","$185,280.16",6/16/2016
6910,"Joseph D. Early, Jr.",2016,Bank Report,"$190,539.25",$0.00,"$3,609.09","$186,930.16",6/6/2016
6911,"Joseph D. Early, Jr.",2016,Bank Report,"$188,912.33","$2,695.00","$1,068.08","$190,539.25",5/19/2016
6912,"Joseph D. Early, Jr.",2016,Bank Report,,"$7,750.00",$701.74,"$188,912.33",5/4/2016
6913,"Joseph D. Early, Jr.",2016,Bank Report,,"$6,590.00","$5,160.42","$181,864.07",4/18/2016
6914,"Joseph D. Early, Jr.",2016,Bank Report,,$0.00,"$1,158.52","$180,434.49",4/1/2016
6915,"Joseph D. Early, Jr.",2016,Bank Report,"$181,864.07",$0.00,"$3,080.79","$181,593.01",3/17/2016
6916,"Joseph D. Early, Jr.",2016,Bank Report,"$180,434.49",$0.00,"$1,179.16","$184,673.80",3/2/2016
6917,"Joseph D. Early, Jr.",2016,Bank Report,"$181,593.01",$0.00,$0.00,"$185,852.96",2/17/2016
6918,"Joseph D. Early, Jr.",2016,Bank Report,"$184,673.80",$0.00,"$1,883.48","$185,852.96",2/2/2016
6919,"Joseph D. Early, Jr.",2016,Bank Report,"$185,852.96",$0.00,"$3,696.04","$187,736.44",1/19/2016
6920,"Joseph D. Early, Jr.",2015,Bank Report,"$185,852.96","$1,000.00","$6,605.72","$191,432.48",1/4/2016
6921,"Joseph D. Early, Jr.",2015,Bank Report,"$187,736.44","$9,675.00",$525.87,"$197,038.20",12/16/2015
6922,"Joseph D. Early, Jr.",2015,Bank Report,"$191,432.48",$0.00,"$1,355.74","$187,889.07",12/1/2015
6923,"Joseph D. Early, Jr.",2015,Bank Report,"$197,038.20","$22,195.00","$1,345.00","$189,244.81",11/16/2015
6924,"Joseph D. Early, Jr.",2015,Bank Report,"$187,889.07",$0.00,"$2,781.49","$168,394.81",11/3/2015
6925,"Joseph D. Early, Jr.",2015,Bank Report,"$189,244.81",$0.00,"$2,195.00","$171,176.30",10/16/2015
6926,"Joseph D. Early, Jr.",2015,Bank Report,"$168,394.81","$2,050.00","$2,288.84","$173,371.30",10/1/2015
6927,"Joseph D. Early, Jr.",2015,Bank Report,"$171,176.30","$3,700.00",$805.00,"$173,610.14",9/18/2015
6928,"Joseph D. Early, Jr.",2015,Bank Report,"$173,371.30","$2,650.00","$2,004.51","$170,715.14",9/3/2015
6929,"Joseph D. Early, Jr.",2015,Bank Report,"$173,610.14",$0.00,$150.00,"$170,069.65",8/17/2015
6930,"Joseph D. Early, Jr.",2015,Bank Report,"$170,715.14",$0.00,"$6,120.63","$170,219.65",8/5/2015
6931,"Joseph D. Early, Jr.",2015,Bank Report,"$170,069.65",$0.00,$779.71,"$176,340.28",7/22/2015
6932,"Joseph D. Early, Jr.",2015,Bank Report,"$170,219.65",$0.00,"$1,824.31","$177,119.99",7/6/2015
6933,"Joseph D. Early, Jr.",2015,Bank Report,"$176,340.28","$16,565.00","$4,572.14","$178,944.30",6/22/2015
6934,"Joseph D. Early, Jr.",2015,Bank Report,"$177,119.99",$0.00,"$2,612.60","$166,951.44",6/5/2015
6935,"Joseph D. Early, Jr.",2015,Bank Report,"$178,944.30","$10,055.00","$1,275.00","$169,564.04",5/20/2015
6936,"Joseph D. Early, Jr.",2015,Bank Report,"$166,951.44","$5,480.00","$5,848.34","$160,784.04",5/4/2015
6937,"Joseph D. Early, Jr.",2015,Bank Report,"$169,564.04",$0.00,$894.16,"$161,152.38",4/17/2015
6938,"Joseph D. Early, Jr.",2015,Bank Report,"$160,784.04",$500.00,"$3,251.38","$162,046.54",4/3/2015
6939,"Joseph D. Early, Jr.",2015,Bank Report,"$161,152.38",$0.00,$339.67,"$164,797.92",3/19/2015
6940,"Joseph D. Early, Jr.",2015,Bank Report,"$162,046.54",$0.00,"$1,324.94","$165,137.59",3/2/2015
6941,"Joseph D. Early, Jr.",2015,Bank Report,"$164,797.92",$0.00,$579.96,"$166,462.53",2/17/2015
6942,"Joseph D. Early, Jr.",2015,Bank Report,"$165,137.59",$0.00,$815.09,"$167,042.49",2/4/2015
6943,"Joseph D. Early, Jr.",2015,Bank Report,"$166,462.53",$0.00,"$4,009.46","$167,857.58",1/29/2015
6944,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$167,042.49","$8,525.00","$5,198.01","$171,867.04",1/2/2015
6945,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$167,857.58",$0.00,$920.89,"$168,540.05",12/18/2014
6946,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$171,867.04","$16,600.00","$1,679.91","$169,460.94",12/5/2014
6947,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$168,540.05",$0.00,"$3,755.00","$154,540.85",11/17/2014
6948,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$169,460.94","$3,895.00","$2,146.25","$158,295.85",11/3/2014
6949,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$154,540.85",$0.00,"$4,955.17","$156,547.10",10/20/2014
6950,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$158,295.85",$0.00,"$2,697.51","$161,502.27",10/6/2014
6951,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$156,547.10",$0.00,"$1,252.97","$164,199.78",9/16/2014
6952,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$161,502.27",$0.00,"$1,093.42","$165,452.75",9/5/2014
6953,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$164,199.78","$1,200.00",$914.25,"$166,546.17",8/21/2014
6954,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$165,452.75",$0.00,"$3,235.07","$166,260.42",8/6/2014
6955,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$166,546.17",$0.00,$100.00,"$169,495.49",7/18/2014
6956,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$166,260.42",$0.00,"$2,483.66","$169,595.49",7/8/2014
6957,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$169,495.49","$13,370.00","$4,531.43","$172,079.15",6/19/2014
6958,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$169,595.49",$0.00,"$3,264.12","$163,240.58",6/6/2014
6959,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$172,079.15","$6,180.00","$4,423.55","$166,504.70",5/19/2014
6960,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$163,240.58",$0.00,"$1,433.79","$164,748.25",5/5/2014
6961,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$166,504.70","$7,695.00","$5,625.33","$166,182.04",4/18/2014
6962,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$164,748.25","$6,640.00","$2,130.88","$164,112.37",4/4/2014
6963,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),"$166,182.04",$0.00,"$3,693.55","$159,603.25",3/18/2014
6964,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),"$164,112.37",$0.00,$674.14,"$163,296.80",3/5/2014
6965,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),,$0.00,"$1,493.75","$163,970.94",2/20/2014
6966,"Joseph D. Early, Jr.",2014,Bank Report (Days 16-End),,$0.00,"$4,814.66","$165,464.69",2/6/2014
6967,"Joseph D. Early, Jr.",2014,Bank Report (Days 1-15),,$0.00,"$2,398.37","$170,279.35",1/21/2014
6968,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$159,603.25","$8,045.00","$3,474.65","$172,677.72",1/7/2014
6969,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$163,296.80","$2,990.00",$741.77,"$168,107.37",12/20/2013
6970,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$163,970.94","$2,465.00","$3,751.57","$165,859.14",12/6/2013
6971,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$165,464.69",$0.00,$365.00,"$167,145.71",11/20/2013
6972,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$170,279.35","$10,470.00","$4,621.75","$167,510.71",11/5/2013
6973,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$172,677.72","$8,060.00","$3,882.61","$161,662.46",10/18/2013
6974,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$168,107.37",$0.00,"$5,038.06","$157,485.07",10/9/2013
6975,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$165,859.14",$0.00,$417.51,"$162,523.13",9/23/2013
6976,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$167,145.71",$0.00,$955.00,"$162,940.64",9/4/2013
6977,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$167,510.71",$0.00,"$1,765.81","$163,895.64",8/19/2013
6978,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$161,662.46",$0.00,"$1,554.88","$165,661.45",8/2/2013
6979,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$157,485.07",$0.00,$960.22,"$167,216.33",7/22/2013
6980,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$162,523.13","$13,825.00",$682.00,"$168,176.55",7/3/2013
6981,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$162,940.64",$0.00,"$6,424.91","$155,033.55",6/18/2013
6982,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$163,895.64",$0.00,"$2,177.89","$161,458.46",6/3/2013
6983,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$165,661.45","$2,530.00","$3,756.53","$163,636.35",5/20/2013
6984,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$167,216.33","$6,270.00","$1,705.08","$164,862.88",5/6/2013
6985,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$168,176.55","$5,860.00","$5,639.98","$160,297.96",4/22/2013
6986,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$155,033.55",$0.00,"$1,958.06","$160,077.94",4/3/2013
6987,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$161,458.46",$600.00,"$1,231.12","$162,036.00",3/19/2013
6988,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$163,636.35","$3,100.00","$2,480.00","$162,667.12",3/2/2013
6989,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$164,862.88",$0.00,$686.71,"$162,047.12",2/19/2013
6990,"Joseph D. Early, Jr.",2013,Bank Report (Days 16-End),"$160,297.96","$2,585.00",$464.44,"$162,733.83",2/4/2013
6991,"Joseph D. Early, Jr.",2013,Bank Report (Days 1-15),"$160,077.94",$0.00,$677.61,"$160,613.27",1/18/2013
6992,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$162,036.00","$6,475.00","$2,645.48","$161,290.88",1/4/2013
6993,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$162,667.12",$0.00,"$4,062.93","$157,461.36",12/15/2012
6994,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$162,047.12","$2,200.00",$250.00,"$161,524.29",12/3/2012
6995,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$162,733.83","$10,159.90","$1,190.67","$159,574.29",11/19/2012
6996,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$160,613.27","$8,120.00","$1,860.62","$150,605.06",11/1/2012
6997,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$161,290.88",$0.00,"$3,714.32","$144,345.68",10/16/2012
6998,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$157,461.36","$2,250.00","$2,339.83","$148,060.00",10/4/2012
6999,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$161,524.29",$0.00,$919.95,"$148,149.83",9/18/2012
7000,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$159,574.29",$0.00,$845.40,"$149,069.78",9/5/2012
7001,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$150,605.06",$0.00,"$1,351.00","$149,915.18",8/17/2012
7002,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$144,345.68",$850.00,"$3,143.30","$151,266.18",8/2/2012
7003,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$148,060.00",$0.00,"$2,981.36","$153,559.48",7/17/2012
7004,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$148,149.83","$21,150.00","$6,222.22","$156,540.84",7/5/2012
7005,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$149,069.78","$1,910.00","$3,207.13","$141,613.06",6/22/2012
7006,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$149,915.18",$0.00,"$1,868.22","$142,910.19",6/1/2012
7007,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$151,266.18",$0.00,$814.53,"$144,778.41",5/16/2012
7008,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$153,559.48",$0.00,"$1,324.00","$145,592.94",5/3/2012
7009,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$156,540.84","$2,290.00",$572.78,"$146,916.94",4/17/2012
7010,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$141,613.06","$14,705.00","$6,697.05","$145,199.72",4/5/2012
7011,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$142,910.19",$0.00,"$3,466.48","$137,191.77",3/16/2012
7012,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$144,778.41",$0.00,$0.00,"$140,658.25",3/2/2012
7013,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$145,592.94",$0.00,"$2,268.88","$140,658.25",2/17/2012
7014,"Joseph D. Early, Jr.",2012,Bank Report (Days 16-End),"$146,916.94",$0.00,$292.27,"$142,927.13",2/3/2012
7015,"Joseph D. Early, Jr.",2012,Bank Report (Days 1-15),"$145,199.72",$0.00,$770.67,"$143,219.40",1/18/2012
7016,"Joseph D. Early, Jr.",2011,Bank Report (Days 16-End),"$137,191.77",$0.00,"$3,608.02","$143,990.07",1/5/2012
7017,"Joseph D. Early, Jr.",2011,Bank Report (Days 1-15),"$140,658.25","$2,150.00","$3,279.87","$147,598.09",12/19/2011
7018,"Joseph D. Early, Jr.",2011,Bank Report (Days 16-End),,$0.00,"$1,314.54","$148,727.96",12/2/2011
7019,"Joseph D. Early, Jr.",2011,Bank Report (Days 1-15),,"$3,750.00","$2,876.14","$150,042.50",11/17/2011
7020,"Joseph D. Early, Jr.",2011,Bank Report (Days 16-End),,"$20,765.00","$2,248.98","$149,168.64",11/4/2011
